20220807	11:07:26	720e7e03-3197-4cf5-bd86-4ec1ca3b13c4	GET	undefined	/
20220807	11:07:26	693833c3-0a0f-4788-be90-2a3f15ec371f	GET	undefined	/css/style.css
20220807	11:07:27	7d2b12d0-93db-4846-a5a7-7261666700a8	GET	undefined	/favicon.ico
20220807	11:07:53	9acd6690-1ece-49ee-8484-ff26461bf5ed	GET	undefined	/sdfds
20220807	11:07:53	f1fb03fa-7761-4fa4-aa4f-2c55b73f4ca8	GET	undefined	/favicon.ico
20220807	11:07:57	ca4378cf-0dcb-458f-9e35-fd86d0e19311	GET	undefined	/sdfds/sdfds
20220807	11:07:58	cd1c5dd0-d97b-40a9-a969-69a5259abc40	GET	undefined	/favicon.ico
20220807	12:23:28	bf13e895-342c-4d88-a8c5-13d6f2f750ac	GET	undefined	/api/
20220807	12:34:27	38ec2ef0-be9d-4bd4-bd56-31caac909fa9	GET	undefined	/api/register
20220807	12:35:42	9d99ee58-3c0e-43e9-a335-1089ae7ed0b5	GET	undefined	/
20220807	12:36:14	246462c8-b676-4ca2-a015-c3c23e8f898c	POST	undefined	/api/register
20220807	12:36:33	50b8a49f-3f33-41d3-8d16-5c1123379c1e	POST	undefined	/api/
20220807	12:36:41	c9db9cdf-0bc4-4546-be04-75ab4b952244	POST	undefined	/api/
20220807	12:36:42	3a086869-9ea2-40f8-97ca-c6805a399258	POST	undefined	/api/
20220807	12:36:52	6b66254d-df67-4be9-bd5a-48abdba675da	POST	undefined	/api/
20220807	12:37:58	f8d7a578-0c58-4591-b675-ac7724f61edf	POST	undefined	/api/
20220807	12:38:05	77f38b7c-058b-4368-8464-35b7768e98a0	POST	undefined	/api
20220807	12:38:20	ffa0e393-2960-47a6-906b-37c38107c6db	POST	undefined	/api
20220807	12:38:25	451324b7-d4af-4644-b2f7-a3d402438056	POST	undefined	/api
20220807	12:39:18	6a830084-86dc-400d-bf48-04ff4b8c758f	POST	undefined	/api
20220807	12:39:19	50781666-0dea-46e5-9e12-dae344932b62	POST	undefined	/api
20220807	12:39:21	6513ddd5-4a82-4ac8-8853-b67a9c864891	POST	undefined	/api
